ID,Word,Syllables
138825,roil,1
138826,roilier,3
138827,roiliest,3
138828,roily,2
138829,roister,2
138830,roisterer,3
138831,roisterous,3
138832,roisterously,4
138833,roister,2
138834,Rok,1
138835,ROK,1
138836,roke,1
138837,role,1
138838,role-playing,3
138839,Rolf,1
138840,Rolfe,1
138841,roll,1
138842,roll of honor,4
138843,rollable,3
138844,rollaway,3
138845,rollback,2
138846,rollbar,2
138847,roller,2
138848,roller bearing,4
138849,roller coaster,4
138850,roller skate,3
138851,roller towel,4
138852,roller-skate,3
138853,rolling,2
138854,rolling hitch,3
138855,rolling mill,3
138856,rolling pin,3
138857,rolling stock,3
138858,rolling stone,3
138859,Rolling Stones,3
138860,rollingly,3
138861,rollmop,2
138862,rollneck,2
138863,rollskated,3
138864,rollskating,3
138865,rolltop,2
138866,rollway,2
138867,Rolph,1
138868,Rolland,2
138869,roller derby,4
138870,rollick,2
138871,rollicker,3
138872,rollicking,3
138873,rollickingly,4
138874,rollickingness,4
138875,rollicksome,3
138876,Rollo,2
138877,rollock,2
138878,ROM,1
138879,Rom,1
138880,rom,1
138881,Rome,1
138882,Romeward,2
138883,romp,1
138884,romper,2
138885,rompers,2
138886,rompingly,3
138887,rompish,2
138888,rompishly,3
138889,rompishness,3
138890,Romanes,3
138891,Romany,3
138892,Romberg,2
138893,Romish,2
138894,Romishly,3
138895,Romishness,3
138896,Rommany,3
138897,Rommel,2
138898,Romney,2
138899,Romney Marsh,3
138900,Romulus,3
138901,Roncevaux,2
138902,ronde,1
138903,rone,1
138904,ronggeng,2
138905,Roncesvalles,3
138906,ronco,2
138907,rondeau,2
138908,rondel,2
138909,rondelle,2
138910,rondelet,3
138911,rondo,2
138912,rondure,2
138913,Rondnia,3
138914,Rondnia,3
138915,Ronkonkoma,4
138916,Ronni,2
138917,Ronnie,2
138918,Ronny,2
138919,ronquil,2
138920,Ronsard,2
138921,ronyon,2
138922,roo,1
138923,rood,1
138924,roof,1
138925,roof garden,3
138926,roofer,2
138927,roofing,2
138928,roofless,2
138929,rooflike,2
138930,rooftree,2
138931,rook,1
138932,rookeries,3
138933,rookery,3
138934,rookie,2
138935,rookier,3
138936,rookiest,3
138937,rooky,2
138938,room,1
138939,room service,3
138940,room temperature,5
138941,room-and-pillar,4
138942,roomer,2
138943,roomette,2
138944,roomful,2
138945,roomies,2
138946,rooming house,3
138947,roomier,3
138948,roomiest,3
138949,roomily,3
138950,roominess,3
138951,roommate,2
138952,roomy,2
138953,roorbach,2
138954,roorback,2
138955,roose,1
138956,roost,1
138957,Roost,1
138958,rooster,2
138959,roosterfish,3
138960,roosterfishes,4
138961,roosing,2
138962,Root,1
138963,root,1
138964,root canal,3
138965,root climber,3
138966,root nodule,3
138967,root position,4
138968,rootage,2
138969,rooted,2
138970,rooter,2
138971,rooti,2
138972,rootle,2
138973,rootless,2
138974,rootlessness,3
138975,rootlet,2
138976,rootlike,2
138977,rootstalk,2
138978,rootstock,2
138979,rootworm,2
138980,rooty,2
138981,rooving,2
138982,Roodepoort-Maraisburg,6
138983,rooing,2
138984,rooinek,3
138985,Roosevelt,3
138986,Rooseveltian,5
138987,rope,1
138988,rope dancer,3
138989,ropeable,3
138990,ropedance,2
138991,ropedancer,3
138992,ropedancing,3
138993,ropemaker,3
138994,ropemaking,3
138995,ropewalk,2
138996,ropewalker,3
138997,ropeway,2
138998,ropable,3
138999,roper,2
139000,roperies,3
139001,ropery,3
139002,roping,2
139003,ropier,3
139004,ropiest,3
139005,ropily,3
139006,ropiness,3
139007,ropy,2
139008,roque,1
139009,Roquefort,2
139010,roquelaure,3
139011,rort,1
139012,rorqual,2
139013,Rorschach test,3
139014,Rose,1
139015,rose,1
139016,rose apple,3
139017,rose acacia,4
139018,rose campion,4
139019,rose chafer,3
139020,rose geranium,5
139021,rose mallow,3
139022,rose of Jericho,5
139023,rose of Sharon,4
139024,rose window,3
139025,rose-colored,3
139026,rose-water,3
139027,Roseanna,3
139028,rosebay,2
139029,Roseberry,3
139030,Rosebery,3
139031,rosebud,2
139032,Rosebud,2
139033,Roseburg,2
139034,rosebush,2
139035,Rosecrans,2
139036,rosefish,2
139037,rosefishes,3
139038,rosehip,2
139039,roseless,2
139040,roselike,2
139041,rosemaries,3
139042,rosemary,3
139043,Rosemarie,3
139044,Roseville,2
139045,Rosewall,2
139046,rosewood,2
139047,Rosh Hashana,4
139048,Rosh Hashanah,4
139049,ROSPA,1
139050,Ross,1
139051,ross,1
139052,Ross and Cromarty,5
139053,Ross Dependency,5
139054,Ross Island,3
139055,Rosse,1
139056,Rossford,2
139057,Rossville,2
139058,Rost,1
139059,rosace,2
139060,Rosan,2
139061,Rosanne,2
139062,rosaniline,4
139063,Rosalind,3
139064,Roscian,3
139065,Roscius,3
139066,Roscoe,2
139067,roscoelite,3
139068,Roscommon,3
139069,Rosellen,3
139070,roset,2
139071,rosin,2
139072,rosin oil,3
139073,rosing,2
139074,Rosinante,4
139075,rosinweed,3
139076,rosiny,3
139077,rosily,3
139078,Rosinante,4
139079,Roskilde,3
139080,Roslyn,2
139081,Rossellini,4
139082,Rossetti,3
139083,Rossini,3
139084,Rossiya,3
139085,Rostand,2
139086,rostella,3
139087,rostellum,3
139088,roster,2
139089,Rostock,2
139090,Rostov,2
139091,Rostov-on-Don,4
139092,rostra,2
139093,rostral,2
139094,rostrated,3
139095,rostrocarinate,5
139096,Rostropovich,4
139097,rostrum,2
139098,Roswell,2
139099,rosy,2
139100,rosy finch,3
139101,rot,1
139102,rote,1
139103,Rothesay,2
139104,Rotherham,3
139105,Rothermere,3
139106,Rothko,2
139107,Rothschild,2
139108,rotte,1
139109,Rottweiler,3
139110,rotgut,2
139111,rotl,2
139112,rotproof,2
139113,rotta,2
139114,rotted,2
139115,rotten,2
139116,rotten borough,4
139117,rottenstone,3
139118,rotter,2
139119,Rotterdam,3
139120,rotting,2
139121,rouche,1
139122,rouge,1
139123,Rouge Dragon,3
139124,rough,1
139125,rough breathing,3
139126,rough diamond,4
139127,rough passage,3
139128,rough puff pastry,4
139129,rough-and-ready,4
139130,rough-and-tumble,4
139131,rough-legged buzzard,5
139132,rough-spoken,3
139133,rough-spoken,3
139134,roughage,2
139135,roughcast,2
139136,roughcastdried,3
139137,roughcastdrying,4
139138,roughcaster,3
139139,roughcasting,3
139140,roughdry,2
139141,roughen,2
139142,roughener,3
139143,rougher,2
139144,roughhewn,2
139145,roughhewing,3
139146,roughhouse,2
139147,roughing-in,3
139148,roughish,2
139149,roughly,2
139150,roughneck,2
139151,roughness,2
139152,roughrider,3
139153,roughshod,2
139154,roughstring,2
139155,rouging,2
139156,rounce,1
139157,round,1
139158,round angle,3
139159,round robin,3
139160,round table,3
139161,Round Table,3
139162,round-shouldered,3
139163,round-table,3
139164,round-trip ticket,4
139165,round-tripper,3
139166,roundsman,2
139167,roundabout,3
139168,rounded,2
139169,roundedly,3
139170,roundedness,3
139171,rounder,2
139172,rounders,2
139173,Roundhead,2
139174,roundheaded,3
139175,roundheadedness,4
139176,roundhouse,2
139177,roundhouses,3
139178,rounding,2
139179,roundish,2
139180,roundishness,3
139181,roundlet,2
139182,roundline,2
139183,roundly,2
139184,roundness,2
139185,roundup,2
139186,roundworm,2
139187,roundel,2
139188,roundelay,3
139189,roup,1
139190,roupet,2
139191,roupier,3
139192,roupily,3
139193,roupy,2
139194,rouse,1
139195,rouseabout,3
139196,roust,1
139197,roustabout,3
139198,rousedness,3
139199,rouser,2
139200,rousing,2
139201,rousingly,3
139202,Rousseau,2
139203,Rousseauism,3
139204,Rousseauist,3
139205,Rousseauistic,4
139206,Rousseauite,3
139207,Roussel,2
139208,Roussillon,3
139209,rout,1
139210,route,1
139211,routeman,2
139212,routemarch,2
139213,routh,1
139214,routed,2
139215,router,2
139216,routing,2
139217,roux,1
139218,Rouault,2
139219,Roubaix,2
139220,rouble,2
139221,roucou,2
139222,roue,2
139223,Rouen,2
139224,Rouget de Lisle,4
139225,roulade,2
139226,rouleau,2
139227,Roulers,2
139228,roulette,2
139229,rouletted,3
139230,rouletting,3
139231,Roumania,4
139232,Roumanian,4
139233,Roumelia,4
139234,routine,2
139235,routinely,3
139236,routinism,3
139237,routinist,3
139238,routinize,3
139239,routinized,3
139240,routinizing,4
139241,rou,2
139242,rove,1
139243,rove beetle,3
139244,rove-over,3
139245,roven,2
139246,rover,2
139247,Rover,2
139248,Rover Scout,3
139249,roving,2
139250,roving commission,5
139251,rovingness,3
139252,row,1
139253,row over,3
139254,Rowe,1
139255,rowte,1
139256,rowted,2
139257,rowting,2
139258,rowan,2
139259,rowable,3
139260,rowboat,2
139261,rowdily,3
139262,rowdiness,3
139263,rowdy,2
139264,rowdyish,3
139265,rowdyishly,4
139266,rowdyishness,4
139267,rowdyism,3
139268,rowel,2
139269,roweled,2
139270,rowelled,2
139271,roweling,3
139272,rowelling,3
139273,rowen,2
139274,rower,2
139275,rowing boat,3
139276,rowing machine,4
139277,Rowlandson,3
139278,rowlock,2
139279,Roxane,2
139280,Roxana,3
139281,Roxas y Acuna,6
139282,Roxburgh,2
139283,Roxburghshire,3
139284,Roxi,2
139285,Roxie,2
139286,Royce,1
139287,Royal,2
139288,royal,2
139289,Royal Air Force,4
139290,royal assent,4
139291,Royal Academy,6
139292,royal blue,3
139293,Royal Commission,5
139294,royal duke,3
139295,Royal Engineers,5
139296,royal fern,3
139297,royal flush,3
139298,Royal Highness,4
139299,royal icing,4
139300,Royal Institution,6
139301,royal jelly,4
139302,Royal Marines,4
139303,Royal Navy,4
139304,royal palm,3
139305,royal poinciana,6
139306,royal purple,4
139307,royal road,3
139308,Royal Society,6
139309,royal standard,4
139310,royal tennis,4
139311,Royal Victorian Order,8
139312,royal warrant,4
139313,Royal Worcester,4
139314,royale,2
139315,royalise,3
139316,royalised,3
139317,royalism,3
139318,royalist,3
139319,royalising,4
139320,royalistic,4
139321,royalize,3
139322,royalized,3
139323,royalizing,4
139324,royalization,5
139325,royally,3
139326,royalty,3
139327,Royersford,3
139328,Royette,2
139329,rozener,2
139330,rozzer,2
139331,Roald,2
139332,Roanoke,3
139333,Roanoke Island,5
139334,Robert,2
139335,Roberta,3
139336,Roberto,3
139337,Roberval,3
139338,robinia,4
139339,Robinson,3
139340,Robigo,3
139341,Robigus,3
139342,Robina,3
139343,roble,2
139344,robomb,2
139345,roborant,3
139346,robot,2
139347,robot bomb,3
139348,robotize,3
139349,robotized,3
139350,robotizing,4
139351,robotization,5
139352,robotlike,3
139353,Roboam,3
139354,roburite,3
139355,Robus,2
139356,robust,2
139357,robustly,3
139358,robustness,3
139359,robustious,3
139360,robustiously,4
139361,Roca,2
139362,rocaille,2
139363,Rochelle,2
139364,Rochelle powder,4
139365,Rochelle salt,3
139366,Rocinante,4
139367,rococo,3
139368,rodent,2
139369,rodent operative,6
139370,rodenticide,4
139371,rodenticide,4
139372,Rodez,2
139373,rodeo,3
139374,rodeos,3
139375,Rodi,2
139376,Rodin,2
139377,Rodolphe,2
139378,Rodzinski,3
139379,rogation,3
139380,Rogation Days,4
139381,Roger-Ducasse,4
139382,Roget,2
139383,Rogier,3
139384,rogueries,3
139385,roguery,3
139386,roguing,2
139387,roguish,2
139388,roguishly,3
139389,roguishness,3
139390,rojak,2
139391,Rojas,2
139392,Roland,2
139393,roly-poly,4
139394,Roma,2
139395,Romain,2
139396,romaine,2
139397,Romains,2
139398,roman,2
139399,Roman,2
139400,Roman alphabet,5
139401,Roman arch,3
139402,Roman calendar,5
139403,Roman candle,4
139404,Roman Catholic,5
139405,Roman Catholic Church,6
139406,Roman Catholicism,6
139407,Roman collar,4
139408,Roman Empire,4
139409,Roman holiday,5
139410,Roman law,3
139411,Roman mile,3
139412,Roman nose,3
139413,Roman numerals,5
139414,Roman pace,3
139415,roman-fleuve,3
139416,Roman-nosed,3
139417,Romance,2
139418,romance,2
139419,romancer,3
139420,Romans,2
139421,Romansch,2
139422,Romansh,2
139423,Romanesque,3
139424,Romanic,3
139425,Romanise,3
139426,Romanised,3
139427,Romanism,3
139428,Romanist,3
139429,Romanising,4
139430,Romanistic,4
139431,Romanize,3
139432,Romanizer,4
139433,Romanization,5
139434,romantic,3
139435,romantically,5
139436,romanticalness,5
139437,romanticise,4
139438,romanticism,4
139439,romanticist,4
139440,romanticistic,5
139441,romanticize,4
139442,romanticized,4
139443,romanticizing,5
139444,romanticization,6
139445,romaunt,2
139446,Romagna,3
139447,Romaic,3
139448,romaji,3
139449,Romaji,3
139450,Romania,3
139451,Romania,4
139452,Romanian,4
139453,Romano,3
139454,Romanov,3
139455,Romanus,3
139456,Romane-Conti,5
139457,Romeo,3
139458,romero,3
139459,Romish,2
139460,Romulo,3
139461,romyko,3
139462,Romnia,3
139463,Rone,2
139464,Roneo,3
139465,ronin,2
139466,roquet,2
139467,Roraima,3
139468,Roris,2
139469,Rory,2
139470,ros,2
139471,Rosa,2
139472,rosanilin,4
139473,rosaniline,4
139474,rosaria,4
139475,rosarian,4
139476,rosarium,4
139477,rosariums,4
139478,rosary,3
139479,Rosabel,3
139480,rosaceous,3
139481,Rosalie,3
139482,Rosamond,3
139483,Rosamund,3
139484,Rosario,3
139485,rosary,3
139486,roselle,2
139487,Roselle,2
139488,rosella,3
139489,Rosenberg,3
139490,Rosenberger,4
139491,Rosenkavalier,5
139492,Rosenwald,3
139493,rosery,3
139494,Rosette,2
139495,rosette,2
139496,Rosetta,3
139497,Rosetta stone,4
139498,roseate,3
139499,rosemaling,4
139500,roseola,4
139501,roseolar,4
139502,Rosie,2
139503,Rosie Lee,3
139504,Rosicrucian,4
139505,Rosina,3
139506,Rosita,3
139507,Rostovtzeff,3
139508,Rosy,2
139509,Roszak,2
139510,ros,2
139511,rota,2
139512,Rota,2
139513,Rotarian,4
139514,Rotarianism,5
139515,rotate,2
139516,rotatable,4
139517,rotatably,4
139518,Rotameter,4
139519,rotary,3
139520,Rotary Club,4
139521,rotary engine,5
139522,rotary plough,4
139523,rotary press,4
139524,rotation,3
139525,rotational,4
139526,rotative,3
139527,rotatively,4
139528,rotator,3
139529,rotators,3
139530,rotatores,4
139531,rotatory,4
139532,rotenone,3
139533,roti,2
139534,Rotifera,4
139535,rotiferal,4
139536,rotisserie,4
139537,rotifer,3
139538,roto,2
139539,rotor,2
139540,rotorcraft,3
139541,rotos,2
139542,rotogravure,4
139543,Rotorua,4
139544,Rototiller,4
139545,rotund,2
139546,rotundness,3
139547,rotunda,3
139548,roturier,3
139549,Rovaniemi,5
139550,Rover,2
139551,rowan,2
139552,Roy,2
139553,Rozi,2
139554,RPC,1
139555,rpm,1
139556,rps,1
139557,rpt,1
139558,RSA,1
139559,RSFSR,1
139560,RSGB,1
139561,RSJ,1
139562,RSL,1
139563,RSM,1
139564,RSR,1
139565,RSV,1
139566,RSVP,1
139567,RTL,1
139568,RTR,1
139569,RTT,1
139570,RTTY,1
139571,rub,1
139572,rub along,3
139573,Rub' al Khali,4
139574,rube,1
139575,Rubtsovsk,2
139576,rubaboo,3
139577,rubber,2
139578,rubber band,3
139579,rubber cement,4
139580,rubber cheque,3
139581,rubber goods,3
139582,rubber plant,3
139583,rubber shoes,3
139584,rubber tree,3
139585,rubber-faced,3
139586,rubber-stamp,3
139587,rubberise,3
139588,rubberised,3
139589,rubberising,4
139590,rubberize,3
139591,rubberized,3
139592,rubberizing,4
139593,rubberneck,3
139594,rubbery,3
139595,rubbing,2
139596,rubbish,2
139597,rubbisy,3
139598,rubble,2
139599,rubblework,3
139600,rubblier,3
139601,rubbliest,3
139602,rubbly,2
139603,Rubbra,2
139604,rubby,2
139605,rubdown,2
139606,rubstone,2
139607,RUC,1
139608,ruche,1
139609,ruching,2
139610,ruck,1
139611,rucksack,2
139612,ruckus,2
139613,ruction,2
139614,rudd,1
139615,rude,1
139616,Rude,1
139617,rudely,2
139618,rudeness,2
139619,rudbeckia,4
139620,rudder,2
139621,rudderfish,3
139622,rudderfishes,4
139623,rudderhead,3
139624,rudderlike,3
139625,rudderpost,3
139626,rudderstock,3
139627,ruddier,3
139628,ruddiest,3
139629,ruddily,3
139630,ruddiness,3
139631,ruddle,2
139632,ruddleman,3
139633,ruddock,2
139634,ruddy,2
139635,ruddy duck,3
139636,rudish,2
139637,Rudyard,2
139638,Rue,1
139639,rue,1
139640,rueful,2
139641,ruff,1
139642,ruffe,1
139643,ruffed,1
139644,rufflike,2
139645,ruffian,3
139646,ruffianism,4
139647,ruffianly,4
139648,ruffle,2
139649,ruffled,2
139650,ruffler,2
139651,ruffly,2
139652,rug,1
139653,rug-cutter,3
139654,rug-cutting,3
139655,Rugby,2
139656,rugby,2
139657,rugby football,4
139658,rugby league,3
139659,rugby union,4
139660,rugged,2
139661,ruggedise,3
139662,ruggedize,3
139663,ruggedly,3
139664,rugger,2
139665,Ruggiero,3
139666,rugging,2
139667,ruglike,2
139668,Ruhr,1
139669,ruin,1
139670,Ruisdael,2
139671,rule,1
139672,Rules,1
139673,ruler,2
139674,ruling,2
139675,Rum,1
139676,rum,1
139677,rump,1
139678,Rump Parliament,4
139679,rumpless,2
139680,rumba,2
139681,rumble,2
139682,rumble seat,3
139683,rumbler,2
139684,rumblingly,3
139685,rumbly,2
139686,rumbustious,3
139687,Rumford,2
139688,rumless,2
139689,rummage,2
139690,rummage out,3
139691,rummage sale,3
139692,rummaged,2
139693,rummager,3
139694,rummaging,3
139695,rummer,2
139696,rummy,2
139697,Rumpelstiltskin,4
139698,rumple,2
139699,rumpus,2
139700,rumpus room,3
139701,rumpuses,3
139702,rumrunner,3
139703,rumrunning,3
139704,Rumsey,2
139705,run,1
139706,run after,3
139707,run across,3
139708,run along,3
139709,run around,3
139710,run away,3
139711,run into,3
139712,run over,3
139713,run-around,3
139714,run-in,2
139715,run-of-paper,4
139716,run-on,2
139717,run-up,2
139718,runch,1
139719,Rundbogenstil,4
139720,rundlet,2
139721,Rundstedt,2
139722,rune,1
139723,runed,1
139724,runelike,2
139725,runesmith,2
139726,rung,1
139727,runt,1
139728,runtish,2
139729,runtishly,3
139730,runtishness,3
139731,runtier,3
139732,runtiest,3
139733,runtiness,3
139734,runty,2
139735,runabout,3
139736,runagate,3
139737,runback,2
139738,runcible spoon,4
139739,runcinate,3
139740,Runcorn,2
139741,rundi,2
139742,rundle,2
139743,rundown,2
139744,runkle,2
139745,runlet,2
139746,runnel,2
139747,runner,2
139748,runner bean,3
139749,runner-up,3
139750,runners-up,3
139751,Runnemede,3
139752,running,2
139753,running board,3
139754,running head,3
139755,running light,3
139756,running mate,3
139757,running rigging,4
139758,running stitch,3
139759,running-birch,3
139760,runnier,3
139761,runniest,3
139762,runny,2
139763,Runnymede,3
139764,runoff,2
139765,runout,2
139766,runround,2
139767,runway,2
139768,Runyon,2
139769,rupture,2
139770,rupturable,4
139771,Rus,1
139772,ruse,1
139773,rush,1
139774,rushee,2
139775,rusher,2
139776,rushing,2
139777,rushingly,3
139778,rushier,3
139779,rushiest,3
139780,Rushmore,2
139781,Rushville,2
139782,rushwork,2
139783,rushy,2
139784,rusk,1
139785,Rusk,1
139786,Russ,1
139787,Russes,2
139788,Russki,2
139789,Russky,2
139790,rust,1
139791,rust bucket,3
139792,rust-colored,3
139793,rustier,3
139794,rustiest,3
139795,rustily,3
139796,rustiness,3
139797,rustproof,2
139798,rusty,2
139799,Ruskin,2
139800,Ruskinian,4
139801,Russell,2
139802,Russell diagram,5
139803,Russellite,3
139804,Russellville,3
139805,russet,2
139806,russetish,3
139807,russetlike,3
139808,russety,3
139809,Russelyn,3
139810,Russia,2
139811,Russia leather,4
139812,Russian,2
139813,Russian dressing,4
139814,Russian Empire,4
139815,Russian Orthodox Church,6
139816,Russian Revolution,6
139817,Russian roulette,4
139818,Russian salad,4
139819,Russian Turkestan,5
139820,Russian wolfhound,4
139821,Russian Zone,3
139822,Russianise,3
139823,Russianised,3
139824,Russianising,4
139825,Russianize,3
139826,Russianized,3
139827,Russianizing,4
139828,Russianization,5
139829,Russo-Japanese War,6
139830,Russophil,3
139831,Russophile,3
139832,Russophobe,3
139833,Russophobia,5
139834,rustic,2
139835,rusticly,3
139836,rusticness,3
139837,Rustin,2
139838,rustical,3
139839,rustically,4
139840,rusticalness,4
139841,rusticate,3
139842,rusticated,4
139843,rusticating,4
139844,rustication,4
139845,rusticator,4
139846,rustle,2
139847,rustle up,3
139848,rustler,2
139849,rustlingly,3
139850,rustre,2
139851,rustred,2
139852,Rusty,2
139853,rut,1
139854,ruth,1
139855,Ruth,1
139856,Rutherford,3
139857,rutherford,3
139858,Rutherfordton,4
139859,rutherfordium,5
139860,Rutherfurd,3
139861,ruthful,2
139862,ruthfully,3
139863,ruthfulness,3
139864,Ruthlee,2
139865,ruthless,2
139866,ruthlessly,3
139867,ruthlessness,3
139868,Rutland,2
139869,Rutlandshire,3
139870,Rutledge,2
139871,rutted,2
139872,rutting,2
139873,ruttish,2
139874,ruttishness,3
139875,ruttier,3
139876,ruttiest,3
139877,ruttily,3
139878,ruttiness,3
139879,rutty,2
139880,Ruysdael,2
139881,Ruyter,2
139882,Ruanda-Urundi,6
139883,rubasse,2
139884,rubato,3
139885,rubella,3
139886,rubellite,3
139887,Rubens,2
139888,Rubenism,3
139889,Rubenist,3
139890,Rubeniste,3
139891,rubescence,3
139892,rubescent,3
139893,rubefaction,4
139894,rubefacient,4
139895,rubefy,3
139896,rubeola,4
139897,rubeolar,4
139898,rubidic,3
139899,rubidium,4
139900,rubidium-strontium dating,9
139901,rubied,2
139902,rubiginose,4
139903,rubiginous,4
139904,Rubinstein,3
139905,rubiaceous,4
139906,rubicelle,3
139907,Rubicon,3
139908,rubicund,3
139909,rubicundity,5
139910,rubious,3
139911,ruble,2
139912,rubric,2
139913,rubrically,4
139914,rubricate,3
139915,rubricated,4
139916,rubricating,4
139917,rubrication,4
139918,rubricator,4
139919,rubrician,3
139920,ruby,2
139921,Ruby,2
139922,ruby silver,4
139923,ruby spinel,4
139924,Rubye,2
139925,Rubn,2
139926,ruby,3
139927,rudaceous,3
139928,rudenture,3
139929,ruderal,3
139930,Rudesheimer,4
139931,ruderal,3
139932,rudiment,3
139933,rudimental,4
139934,rudimentarily,6
139935,rudimentariness,6
139936,rudimentary,5
139937,Rudolf,2
139938,Rudolf I,3
139939,Rudolph,2
139940,Rudolph I,3
139941,Rudulph,2
139942,Rudy,2
139943,ruer,2
139944,rufescence,3
139945,rufescent,3
139946,Rufisque,2
139947,Rufino,3
139948,Ruford,2
139949,rufous,2
139950,Rufus,2
139951,ruga,2
139952,rugose,2
139953,rugosely,3
139954,rugosity,4
139955,rugulose,3
139956,ruin,2
139957,ruing,2
139958,ruinable,4
139959,ruination,4
139960,ruiner,3
139961,ruinous,3
139962,ruinously,4
139963,ruinousness,4
139964,rumal,2
139965,rumanite,3
139966,Rumania,4
139967,Rumanian,4
139968,rumen,2
139969,Rumelia,4
139970,Rumi,2
139971,Rumina,3
139972,ruminant,3
139973,ruminantly,4
139974,ruminate,3
139975,ruminated,4
139976,ruminating,4
139977,Rumor,2
139978,rumor,2
139979,rumormonger,4
139980,rumour,2
139981,rumourmonger,4
139982,runic,2
139983,rupee,2
139984,Rupert,2
139985,rupiah,3
139986,rural,2
139987,rural dean,3
139988,rural district,4
139989,rural science,4
139990,ruralise,3
139991,ruralised,3
139992,ruralism,3
139993,ruralist,3
139994,ruralising,4
139995,ruralize,3
139996,ruralized,3
139997,ruralizing,4
139998,rurality,4
139999,ruralization,5
140000,Rurik,2
140001,Ruritania,5
140002,Ruse,2
140003,rutabaga,4
140004,rutaceous,3
140005,ruthenic,3
140006,Ruthenia,4
140007,Ruthenian,4
140008,ruthenious,4
140009,ruthenium,4
140010,rutile,2
140011,rutin,2
140012,rutilant,3
140013,rutilated,4
140014,Ruturing,3
140015,Ruwenzori,4
140016,RWA,1
140017,Rwanda,2
140018,rwd,1
140019,Rwy,1
140020,Ryazan,2
140021,Rychard,2
140022,rye,1
140023,Rye,1
140024,ryegrass,2
140025,Ryeland,2
140026,ryke,1
140027,rynd,1
140028,Ryswick,2
140029,Ryukyu,2
140030,Ryunosuke,4
140031,Ryurik,2
140032,ryal,2
140033,Rybinsk,2
140034,Rydal,2
140035,Ryder,2
140036,Ryley,2
140037,ryot,2
140038,Ryobu Shinto,5
140039,ryokan,3
140040,Ryukyu Islands,5
140041,Rgnault,2
140042,rpertoire,3
140043,Raumur,3
140044,Rcamier,3
140045,rchauff,3
140046,rclame,2
140047,Rgence,2
140048,rgime,2
140049,rgisseur,3
140050,Rjane,2
140051,rmoulade,3
140052,rptiteur,4
140053,rsistant,3
140054,rsistante,3
140055,rsum,3
140056,Runion,3
140057,Ro,2
140058,Rmulo,3
140059,rti,2
140060,Rntgen,2
140061,rntgenize,3
140062,rntgenized,3
140063,rntgenizing,4
140064,rntgenography,5
140065,rntgenologist,5
140066,rntgenology,5
140067,rntgenoscopy,5
140068,rntgenographic,5
140069,rntgenographically,7
140070,rntgenologic,5
140071,rntgenoscope,4
140072,rntgenoscopic,5
140073,Rnne,2
140074,Raumur,3
140075,Raumur scale,4
140076,rchauff,3
140077,rclame,2
140078,Rdhos,2
140079,Rgen,2
140080,rgen,2
140081,rgenise,3
140082,rgenize,3
140083,rgenology,5
140084,rgenogram,4
140085,rgenograph,4
140086,rgenopaque,4
140087,rgenoscope,4
140088,rgenotherapy,6
140089,rgime,2
140090,rgisseur,3
140091,rmoulade,3
140092,Ro Bravo,4
140093,Ro de Oro,5
140094,Ro Muni,4
140095,Ro Negro,4
140096,rsum,3
140097,Runion,3
140098,S level,3
140099,S-R connection,5
140100,Saar,1
140101,Saarbrcken,3
140102,Saarbren,3
140103,Saarland,2
140104,Saadi,2
140105,Saare,2
140106,Saaremaa,3
140107,Saarinen,3
140108,Sab,1
140109,SABC,1
140110,sabadilla,4
140111,Sabaoth,3
140112,Sabatini,4
140113,sabaton,3
140114,sabbat,2
140115,Sabbat,2
140116,Sabbath,2
140117,sabbath school,3
140118,Sabbathless,3
140119,Sabbathlike,3
140120,Sabbatic,3
140121,Sabbatical,4
140122,sabbatical,4
140123,sabbatical year,5
140124,Sabbatically,5
140125,Sabbaticalness,5
140126,Sabbatarian,5
140127,Sabbatization,5
140128,Sabine,2
140129,sabot,2
140130,sabotage,3
140131,sabotaged,3
140132,sabotaging,4
140133,saboteur,3
140134,sabulose,3
140135,sabulosity,5
140136,sabulous,3
140137,Sac,1
140138,sac,1
140139,Sachs,1
140140,Sachsen,2
140141,sack,1
140142,sack-coated,3
140143,sackbut,2
140144,sackcloth,2
140145,sackclothed,2
140146,sacker,2
140147,sackful,2
140148,sacking,2
140149,sacklike,2
140150,Sackville,2
140151,Sackville-West,3
140152,sacque,1
140153,sacaton,3
140154,sacbut,2
140155,saccharic,3
140156,saccharic acid,5
140157,saccharify,4
140158,saccharase,3
140159,saccharate,3
140160,saccharide,3
140161,sacchariferous,5
140162,saccharimeter,5
140163,saccharimetry,5
140164,saccharin,3
140165,saccharine,3
140166,saccharinely,4
140167,saccharinity,5
140168,saccharization,5
140169,saccharoid,3
140170,saccharoidal,4
140171,saccharometer,5
140172,saccharometry,5
140173,saccharose,3
140174,saccharofarinaceous,7
140175,saccharolytic,5
140176,saccharometric,5
140177,Sacco,2
140178,saccule,2
140179,saccular,3
140180,sacculate,3
140181,sacculated,4
140182,sacculation,4
140183,sacculus,3
140184,sacerdotal,4
140185,sacerdotalism,5
140186,sacerdotalist,5
140187,saclike,2
140188,sacra,2
140189,sacrament,3
140190,sacramental,4
140191,sacramentalism,5
140192,sacramentalist,5
140193,sacramentality,6
140194,sacramentally,5
140195,sacramentalness,5
140196,Sacramentarian,6
140197,Sacramento,4
140198,sacrist,2
140199,sacristan,3
140200,sacristy,3
140201,sacrifice,3
140202,sacrificeable,5
140203,sacrificer,4
